-3.682251,-3.86501,-26.724585,9.971295
0.675595,-5.314048,12.171517,4.948048
6.538969,0.796109,6.885519,-0.277439
6.904036,-6.858591,3.88697,-1.947017
-6.322313,-3.916009,-2.334417,-9.281614
-7.613584,-5.003402,-9.665175,-13.153057
5.011383,7.372575,2.324577,1.963519
0.787929,14.583971,13.348164,3.24697
0.946546,-1.301666,-1.058426,-17.108137
1.144428,-14.832935,4.07625,-0.87377
5.913756,-5.743355,-2.746917,-7.333044
15.622312,0.468709,12.881016,0.364239
2.720731,0.412652,2.390149,-13.487435
3.079827,-1.822398,-12.433146,0.107332
8.68289,13.468874,3.95853,-2.792821
16.400005,2.786414,5.013496,3.773005
1.046401,3.280455,-1.308611,-3.905513
0.135972,-5.244662,6.345272,-14.613068
-2.390638,-6.753189,7.847946,5.507997
5.089446,-9.697459,12.305519,5.655213
1.231441,-6.501809,-3.685614,-7.795531
-0.270111,-4.230766,-16.584091,14.042405
13.366095,-8.011363,16.916573,1.015727
6.523034,-3.885519,9.165587,7.03099
0.118436,7.713101,10.561481,-2.437477
10.213151,-0.261899,-1.998872,-9.626402
0.164107,7.190882,3.956617,2.549974
25.964685,5.459332,11.547086,0.954064
-0.914748,-2.892994,7.322214,-11.321984
-2.425185,-9.255151,11.372095,7.140413
1.084917,10.281009,-4.577699,2.293019
-12.243646,11.452108,7.667653,4.023207
1.918517,-0.8216,-1.763317,-23.004235
7.401071,-1.203444,12.179601,-10.036885
2.636809,12.964467,-3.293968,-0.802569
-2.605537,-13.058251,6.07375,5.459513
0.496829,-4.163603,-17.135142,-17.479698
-1.878456,-2.622449,-5.71841,0.489724
11.359459,-6.430597,5.582411,-2.885839
-10.623194,3.151319,6.639352,-0.696927
3.109242,-1.552404,7.248396,-10.235583
7.472785,-0.255049,-4.115482,-9.289828
17.047098,7.375823,1.25788,-9.111204
1.883961,-6.848079,4.788689,-2.198231
2.874883,-4.768152,-6.383595,-18.342245
6.472066,-2.184092,23.390137,0.006305
7.834502,-2.112381,5.594095,3.140048
5.33484,-14.166799,14.583913,0.979388
1.135717,-7.169687,3.441643,-2.641812
0.0613,-7.083309,-1.779346,2.839138
8.947113,-4.334439,4.044069,-0.655068
13.002562,-7.461389,-0.917915,4.51181
-1.204846,-7.04592,-1.799143,17.671743
2.665684,-2.069478,-7.512213,-18.672471
25.197209,17.013223,3.076934,1.453576
